Name,Crossover Name,Arrvied,Best Fitness,Best Genome,Genome Length
"Floors: 50, People: 100, Generation: 1000",swap_last_halves,75/100,290452,"[6, 25, 23, 15, 9, 24, 32, 46, 37, 36, 12, 1, 0, 27, 33, 26, 7, 15, 5, 21, 47, 13, 45, 14, 10, 9, 46, 23, 17, 41, 44, 47, 32, 33, 48, 20, 1, 35, 28, 2, 21, 22, 6, 1, 18, 23, 39, 33, 16, 25, 4, 19, 39, 42, 3, 15, 21, 25, 41, 30, 15, 20, 27, 43, 29, 44, 39]",67
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_single_gene,45/100,571699,"[33, 47, 1, 0, 2, 2, 17, 26, 27, 22, 30, 10, 9, 6, 5, 5, 0, 46, 41, 47, 41, 16, 13, 33, 35, 39, 19, 19, 25, 25, 10, 9, 37, 41, 41, 36, 32, 32, 27, 39, 12, 17, 33, 3, 45, 2, 23, 44, 21, 21, 26, 28, 24, 39, 42, 18, 35, 5, 23, 32, 20]",61
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_sequence_of_genes,93/100,132711,"[0, 6, 36, 46, 27, 12, 5, 17, 23, 35, 15, 37, 47, 36, 31, 29, 13, 41, 47, 24, 26, 5, 27, 32, 43, 45, 17, 10, 9, 37, 44, 42, 7, 17, 33, 41, 15, 21, 6, 0, 28, 18, 6, 3, 1, 17, 21, 39, 29, 2, 16, 16, 16, 4, 25, 25, 25, 27, 39, 32, 33, 15, 6, 19, 6, 3, 21, 21, 39, 29, 16, 4, 42, 48, 25, 20, 1, 9, 22, 35, 30, 3, 14, 20, 41, 48, 25, 15, 34, 27, 17, 5, 10, 49, 24, 8, 26, 25, 15, 27]",100
Name,Crossover Name,Arrvied,Best Fitness,Best Genome,Genome Length
"Floors: 50, People: 100, Generation: 1000",swap_last_halves,79/100,259130,"[13, 15, 23, 40, 24, 32, 36, 45, 26, 10, 21, 9, 5, 48, 47, 13, 4, 7, 15, 39, 12, 28, 1, 0, 6, 19, 42, 17, 27, 44, 46, 33, 41, 42, 47, 3, 32, 12, 21, 20, 35, 31, 5, 27, 23, 43, 29, 1, 16, 24, 26, 5, 39, 49, 24, 25, 33, 4, 8, 15, 26, 9, 6, 37, 36, 44, 27, 18, 23, 16, 39]",71
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_single_gene,48/100,548857,"[43, 17, 9, 33, 0, 27, 29, 6, 10, 44, 33, 31, 37, 31, 41, 35, 46, 23, 35, 47, 43, 24, 9, 12, 18, 32, 42, 13, 41, 17, 32, 32, 32, 5, 20, 9, 27, 23, 48, 45, 47, 6, 31, 37, 27, 27, 44, 10, 36, 29, 4, 1, 16, 25, 9, 26, 5, 49, 8]",59
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_sequence_of_genes,94/100,121157,"[13, 41, 34, 11, 10, 9, 8, 0, 15, 47, 32, 45, 27, 5, 6, 13, 22, 46, 23, 12, 3, 17, 30, 36, 24, 26, 47, 32, 27, 31, 7, 15, 43, 29, 21, 20, 44, 42, 1, 17, 28, 18, 35, 48, 16, 2, 22, 21, 25, 9, 33, 6, 15, 37, 36, 24, 25, 39, 44, 41, 37, 19, 1, 4, 3, 26, 42, 20, 18, 16, 15, 22, 25, 34, 39, 23, 37, 36, 33, 33, 41, 37, 36, 19, 12, 4, 1, 3, 5, 30, 36, 32, 27, 31, 33, 41, 41, 37, 24, 19, 1, 3, 24, 41, 41, 42, 15, 17, 25, 2, 33, 49, 39, 8, 26, 27, 24, 39, 36, 2, 36, 18, 45, 16]",124
Name,Crossover Name,Arrvied,Best Fitness,Best Genome,Genome Length
"Floors: 50, People: 100, Generation: 1000",swap_last_halves,68/100,347006,"[4, 42, 36, 26, 12, 7, 15, 18, 21, 28, 1, 22, 27, 17, 16, 5, 27, 30, 27, 43, 29, 25, 23, 13, 35, 47, 44, 14, 10, 9, 18, 23, 42, 13, 0, 24, 27, 33, 41, 6, 32, 46, 48, 47, 37, 39, 36, 19, 12, 3, 21, 45, 44, 41, 39, 20, 1, 35]",58
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_single_gene,44/100,582459,"[13, 33, 6, 37, 10, 24, 41, 36, 9, 36, 23, 44, 0, 27, 24, 24, 24, 26, 26, 39, 32, 7, 48, 42, 46, 45, 15, 19, 27, 23, 23, 12, 27, 36, 3, 4, 17, 47, 47, 39, 13, 26, 21, 5, 49, 24, 47, 28, 35]",49
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_sequence_of_genes,94/100,127933,"[14, 13, 10, 11, 4, 9, 41, 48, 0, 8, 15, 32, 34, 41, 27, 22, 5, 30, 47, 8, 27, 13, 20, 45, 1, 17, 35, 43, 23, 29, 19, 24, 3, 32, 44, 48, 21, 18, 23, 39, 3, 19, 24, 39, 42, 16, 39, 36, 26, 7, 5, 4, 6, 28, 25, 33, 9, 41, 46, 49, 42, 23, 2, 6, 8, 8, 26, 7, 4, 6, 15, 19, 21, 18, 22, 24, 36, 26, 1, 4, 3, 25, 33, 41, 46, 42, 28, 8, 6, 2, 33, 16, 7, 24, 32, 18, 25, 37, 12, 1, 15, 17, 36, 27, 44, 24, 6, 20, 41, 8]",110
Name,Crossover Name,Arrvied,Best Fitness,Best Genome,Genome Length
"Floors: 50, People: 100, Generation: 1000",swap_last_halves,79/100,254572,"[49, 13, 10, 6, 11, 37, 41, 46, 9, 24, 22, 30, 36, 12, 8, 15, 27, 23, 5, 0, 32, 45, 46, 47, 48, 24, 23, 13, 26, 36, 39, 34, 7, 5, 19, 27, 17, 15, 21, 49, 28, 43, 29, 3, 6, 44, 21, 2, 21, 18, 16, 1, 22, 33, 42, 41, 17, 6, 0, 10, 3, 39, 20, 35, 25, 33, 41, 15, 9, 1, 47]",71
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_single_gene,40/100,614297,"[0, 9, 8, 0, 36, 33, 27, 15, 13, 5, 26, 32, 32, 26, 10, 43, 47, 47, 47, 47, 29, 23, 13, 7, 41, 9, 15, 30, 15, 7, 7, 7, 5, 23, 27, 47, 43, 26, 24, 26, 32, 25, 39, 44, 39, 39, 33, 48, 23, 21, 42, 36, 19, 42, 20]",55
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_sequence_of_genes,93/100,135099,"[14, 13, 10, 7, 34, 9, 41, 47, 32, 17, 15, 13, 45, 22, 8, 3, 0, 5, 30, 27, 35, 47, 15, 21, 23, 6, 24, 5, 28, 36, 32, 46, 48, 46, 23, 1, 12, 17, 27, 37, 44, 42, 20, 33, 43, 35, 30, 30, 15, 21, 23, 24, 28, 26, 36, 1, 7, 10, 18, 39, 16, 19, 23, 41, 39, 39, 25, 15, 4, 25, 15, 9, 3, 20, 24, 29, 28, 36, 32, 46, 48, 46, 23, 1, 10, 17, 27, 37, 44, 42, 33, 26, 35, 30, 30, 21, 23, 24, 6, 5, 28, 35, 36, 7, 5, 39, 16, 19, 41, 39, 4, 25, 15, 9, 20, 33, 41, 42, 44, 39, 6, 5, 49, 8, 2, 33, 21, 24, 26, 13, 27, 25, 22]",133
Name,Crossover Name,Arrvied,Best Fitness,Best Genome,Genome Length
"Floors: 50, People: 100, Generation: 1000",swap_last_halves,74/100,300697,"[40, 13, 1, 6, 41, 37, 32, 36, 45, 8, 10, 9, 17, 15, 48, 46, 26, 23, 0, 13, 35, 27, 43, 49, 24, 7, 5, 32, 23, 36, 39, 47, 20, 13, 19, 18, 16, 1, 25, 15, 33, 35, 6, 9, 12, 17, 29, 44, 42, 41, 3, 21, 39, 33, 28, 2, 1, 6, 18, 22, 3, 21, 30, 15, 20, 27, 23, 41, 39]",69
"Floors: 50, People: 100, Generation: 1000",heuristic_crossover_single_gene,35/100,661991,"[6, 46, 2, 21, 23, 32, 32, 36, 25, 25, 24, 26, 22, 12, 17, 28, 33, 1, 30, 37, 37, 27, 5, 5, 5, 27, 27, 27, 30, 36, 41, 41, 47, 27, 17, 17, 26, 32, 32, 25, 25, 25, 44, 45, 23, 13, 6, 42, 48, 48, 10, 7]",52
